SiteId,UnitId,ReadDate,Salinity in ppt,Dissolved Oxygen milligram per lit,pH ,Secchi Depth meters,Water Depth meters,Water Temp Celsius,Air Temp Celsius,Air Temp Fahrenheit,Time 24 clcok,Field Technician,DateVerified,WhoVerified
D,,7/20/2001,0,,9.3,0.05,1.1,24,,73,0,Not Recorded,,
D,,08-08-2001,0,,9.3,0.5,1.05,31,,82,0,Not Recorded,,
D,,8/20/2001,0,4.3,8.9,0.2,1.4,27,,80,0,Not Recorded,,
D,,09-05-2001,0,,8.5,0.6,1.2,25,,76,0,Not Recorded,,
D,,9/18/2001,0,,8.9,0.85,1,23,,78,0,Not Recorded,,
D,,10-02-2001,0,3.9,8.7,0.7,1.1,19,,73,0,Not Recorded,,
D,,10/22/2001,0,,8.8,0.8,1.25,21,,,0,Not Recorded,,
D,,11-06-2001,0,,9.1,1,1,11.5,,52.9,21.36,Not Recorded,,
D,,11/20/2001,0,,,0.9,0.95,14,,52,0,Not Recorded,,
D,,12-04-2001,,,9.1,0.9,1,18,,54.7,16.48,Not Recorded,,
Bay,,01-08-2001,1,8.1,9.2,0.36,0.36,7,,43,0,S. Poe,,
Bay,,1/23/2001,1,9,9.3,0.1,0.1,8,,38.3,7.12,S. Poe,,
Bay,,02-06-2001,1,8.5,8.8,0.23,0.33,11,,51,0,S. Poe,,
Bay,,2/20/2001,1,9.2,9.1,0.2,0.35,11,,61.5,12,S. Poe,,
Bay,,3/15/2001,1.2,9.25,9.2,0.35,0.6,14,,51.8,19.12,S. Poe,,
Bay,,3/26/2001,1,9.9,9.4,0.25,0.45,10,,41.7,16.48,S. Poe,,
Bay,,04-09-2001,1,8.25,,0.3,0.65,21,,69,,S. Poe,,
Bay,,4/24/2001,2,6.4,9.3,0.3,0.8,20,,71,0,S. Poe,,
Bay,,05-08-2001,2,5,8.6,0.15,0.15,21,,64,0,S. Poe,,
Bay,,5/22/2001,1,7.8,8.8,0.4,0.8,20,,70,0,S. Poe,,
Bay,,06-05-2001,2,4.35,9.2,0.4,0.4,23,,70.9,21.36,S. Poe,,
Bay,,6/18/2001,2,5.1,8.6,0.4,0.4,25,,77,0,S. Poe,,
Bay,,07-05-2001,3.5,5.4,8.7,0.25,0.75,26,,75,0,S. Poe,,
Bay,,7/20/2001,3,7.2,9.8,0.3,0.3,23,,72,0,S. Poe,,
Bay,,08-08-2001,3,4.1,9.1,0.4,0.7,30,,80,0,S. Poe,,
Bay,,8/20/2001,3,4.9,8.7,0.3,0.85,26,,79.3,7.12,S. Poe,,
Bay,,09-05-2001,3,4,8.5,0.35,0.55,25,,76,0,S. Poe,,
Bay,,9/18/2001,3.5,4.6,7.7,0.15,0.15,23,,78,0,S. Poe,,
Bay,,10-02-2001,3,4.2,,0.15,0.15,22,,72.9,21.36,S. Poe,,
Bay,,10/22/2001,3,4.6,8.6,0.6,0.6,19,,67.3,7.12,S. Poe,,
Bay,,11-06-2001,3,5.5,9.5,0.25,0.25,13,,52.9,21.36,S. Poe,,
Bay,,11/20/2001,3.5,3.8,,0.3,0.35,15,,52,0,S. Poe,,
Bay,,12-04-2001,,,8.4,0.3,0.35,16,,54.3,7.12,S. Poe,,
A,,01-10-2002,3,,7.7,1,1,7,,55,0,Not Recorded,,
A,,1/22/2002,3,2.7,7.8,0.8,1.3,9,,51,0,Not Recorded,,
A,,02-11-2002,2,,8.4,0.85,1.35,10,,,,Not Recorded,,
A,,2/26/2002,2,7.6,8.2,1.15,1.15,12,,59,0,Not Recorded,,
A,,3/28/2002,1,,,0.7,1,13,,45,0,Not Recorded,,
A,,4/17/2002,2,,7.5,0.55,1,28,,83,0,Not Recorded,,
A,,4/30/2002,1,2.3,7.5,0.4,1.1,22,,60,0,Not Recorded,,
A,,5/16/2002,,,7.5,0.3,0.9,,,68,0,Not Recorded,,
A,,5/28/2002,1,,7,0.5,0.9,26,,72,0,Not Recorded,,
A,,06-11-2002,2,4.2,7,0.7,0.7,26,,72,0,Not Recorded,,
A,,6/24/2002,,,7,0.9,0.9,,,83,0,Not Recorded,,
A,,07-08-2002,2,,7,0.65,0.7,,,74,0,Not Recorded,,
A,,7/23/2002,3,,7.5,0.3,0.3,,,84,0,Not Recorded,,
A,,08-01-2002,2,,7,0.5,0.7,,,87,0,Not Recorded,,
A,,8/22/2002,5,,7,0.5,0.6,,,82,0,Not Recorded,,
A,,09-05-2002,0,4.5,7,0.6,0.8,26,,81,0,Not Recorded,,
A,,9/20/2002,2,,7,0.6,0.8,,,82,0,Not Recorded,,
A,,10/18/2002,0,,6.5,0.55,0.85,,,60,0,Not Recorded,,
A,,10/31/2002,1,6.4,,1.5,1.5,10.5,,48,0,Not Recorded,,
A,,11/15/2002,0,,6.5,,2.4,13,,57,N/A,Not Recorded,,
A,,12-06-2002,2,7.7,7,0.5,1,5,,38,0,Not Recorded,,
A,,12/16/2002,0,,7,0.8,0.8,7.5,,,N/A,Not Recorded,,
B,,01-10-2002,3.4,,7.5,0.3,0.3,10,,55,0,Not Recorded,,
B,,1/22/2002,2.5,7.2,7.9,0.45,0.45,8,,50,0,Not Recorded,,
B,,02-11-2002,2,,8.2,0.45,0.45,12,,,0,Not Recorded,,
B,,2/26/2002,3,7.8,8.2,0.45,0.45,12,,58,0,Not Recorded,,
B,,3/28/2002,2,,,0.55,0.55,12,,45,0,Not Recorded,,
B,,4/17/2002,2,4.2,8,0.1,0.2,27,,83,0,Not Recorded,,
B,,4/30/2002,2,3.4,8.5,0.5,0.5,18,,60,0,Not Recorded,,
B,,5/16/2002,,,9,0.1,0.1,,,68,0,Not Recorded,,
B,,5/28/2002,3,,8.5,0.2,0.2,24,,72,0,Not Recorded,,
B,,06-11-2002,3,3.3,7,0.1,0.1,25,,71,0,Not Recorded,,
B,,6/24/2002,1,,7,0.1,0.35,,,83,0,Not Recorded,,
B,,07-08-2002,3,3.2,,0.3,0.35,,,73,0,Not Recorded,,
B,,7/23/2002,4,,7,0.2,0.2,,,75.2,4.48,Not Recorded,,
B,,08-01-2002,3,,7,0.25,0.25,,,87,0,Not Recorded,,
B,,8/22/2002,4,,9,0.1,0.1,,,82,0,Not Recorded,,
B,,09-05-2002,0,3.5,7.5,0.28,0.3,27,,81,0,Not Recorded,,
B,,9/20/2002,2,,8,0.1,0.1,,,82,0,Not Recorded,,
B,,10/18/2002,1,,6.5,0.3,0.3,,,60,0,Not Recorded,,
B,,11/15/2002,0,,7.5,,2.6,14,,56,0,Not Recorded,,
B,,12/16/2002,0,,7,,,7.5,,,N/A,Not Recorded,,
C,,01-10-2002,3,6.8,7,0.4,0.4,9.5,,54,0,Not Recorded,,
C,,1/22/2002,2.5,,7.9,0.45,0.45,8,,50,0,Not Recorded,,
C,,02-11-2002,2,8.4,8.2,0.6,0.6,12,,,0,Not Recorded,,
C,,2/26/2002,2,,8.1,0.5,0.5,11,,57,0,Not Recorded,,
C,,3/28/2002,2.5,7.7,,0.6,0.6,11.5,,45,0,Not Recorded,,
C,,4/17/2002,1,,8,0.5,0.5,26,,82,N/A,Not Recorded,,
C,,4/30/2002,1,,8,0.3,0.3,22,,59,N/A,Not Recorded,,
C,,5/16/2002,,5.7,8.5,0.25,0.25,,,65,0,Not Recorded,,
C,,5/28/2002,3.5,4.6,8,0.2,0.2,25,,70,0,Not Recorded,,
C,,06-11-2002,2.9,,8,2.5,2.5,25,,71,0,Not Recorded,,
C,,6/24/2002,3,3.8,8.5,0.2,0.2,28,,83,0,Not Recorded,,
C,,07-08-2002,0,,9,0.35,0.35,,,73,N/A,Not Recorded,,
C,,7/23/2002,4,3.3,7,0.2,0.2,,,84,0,Not Recorded,,
C,,08-01-2002,3,,7,0.25,0.25,,,87,0,Not Recorded,,
C,,8/22/2002,4,4.7,7,0.1,0.1,,,82,0,Not Recorded,,
C,,09-05-2002,0,,8.5,0.35,0.35,28,,81,0,Not Recorded,,
C,,9/20/2002,0,3.5,8,0.2,0.2,,,82,0,Not Recorded,,
C,,10/18/2002,1,6.7,7,0.6,0.6,,,60,0,Not Recorded,,
C,,10/31/2002,1,,7,,,10.3,,49,0,Not Recorded,,
C,,11/15/2002,0,5.8,7,,,18,,56,0,Not Recorded,,
C,,12-06-2002,2,,7,0.5,0.5,5,,38,0,Not Recorded,,
C,,12/16/2002,0,5.6,7,0.7,0.7,7.5,,,12,Not Recorded,,
D,,01-10-2002,0,10,6.8,1.4,1.4,9,,52,0,Not Recorded,,
D,,1/22/2002,0,,8.9,1.3,1.4,9,,50,0,Not Recorded,,
D,,02-11-2002,0,8.3,9.6,1.3,1.45,11,,,0,Not Recorded,,
D,,2/26/2002,0,,9.2,1.25,1.35,11,,57,0,Not Recorded,,
D,,3/28/2002,0,7.8,,0.8,1.5,12,,45,0,Not Recorded,,
D,,4/17/2002,0,,6,0.1,0.4,25,,82,0,Not Recorded,,
D,,4/30/2002,0,,6,0.6,1.4,21,,60,0,Not Recorded,,
D,,5/16/2002,0,3.9,,0.9,1.5,18,,64,0,Not Recorded,,
D,,5/28/2002,0,6.1,6.5,0.3,1.3,24,,70,0,Not Recorded,,
D,,06-11-2002,0,,6.5,0.2,1.4,25,,71,0,Not Recorded,,
D,,6/24/2002,,4,6.5,0.15,1.35,,,82,0,Not Recorded,,
D,,07-08-2002,0,,6.5,0.55,0.7,,,74,0,Not Recorded,,
D,,7/23/2002,0,5,7,0.85,1.2,,,83,0,Not Recorded,,
D,,08-01-2002,2,,7.5,0.6,1.3,,,85,0,Not Recorded,,
D,,8/22/2002,0,1.2,,0.3,0.95,,,80,0,Not Recorded,,
D,,09-05-2002,0,,7,0.75,1.75,26.5,,81,0,Not Recorded,,
D,,9/20/2002,0,4.2,7,0.7,1.2,26,,81,0,Not Recorded,,
D,,10/18/2002,0,5.3,6.5,0.65,1.5,,,58,0,Not Recorded,,
D,,10/31/2002,0,,6.5,,,10.3,,49,0,Not Recorded,,
D,,11/15/2002,0,6.1,6.5,,,14,,54,0,Not Recorded,,
D,,12-06-2002,1,,6.5,0.75,1.4,48,,38,0,Not Recorded,,
D,,12/16/2002,0,5.2,6,1.1,1.35,6.5,,,12,Not Recorded,,
Bay,,01-10-2002,3,7.5,6.9,0.2,0.55,,,51.2,4.48,S. Poe,,
Bay,,1/22/2002,3,9,9,0.3,0.35,59,,49.9,21.36,S. Poe,,
Bay,,02-11-2002,3,5.7,9.9,0.1,0.3,12,,,,S. Poe,,
Bay,,2/26/2002,3,7.6,9.2,0.3,0.35,11,,57,0,S. Poe,,
Bay,,3/28/2002,3,8.3,,0.25,0.35,12,,45,0,S. Poe,,
Bay,,4/17/2002,3,4.4,7.5,0.3,0.7,25,,80,0,S. Poe,,
Bay,,4/30/2002,3,7.3,7.5,0.4,0.65,18.5,,58,0,S. Poe,,
Bay,,5/16/2002,2.5,8.3,7.5,0.2,0.7,20,,62,0,S. Poe,,
Bay,,5/28/2002,3,4.5,7.5,0.3,0.55,24,,70,0,S. Poe,,
Bay,,06-11-2002,3,5.9,8.5,0.3,0.65,23.5,,70,0,S. Poe,,
Bay,,6/24/2002,4,5.1,7.5,0.4,0.75,27,,82,0,S. Poe,,
Bay,,07-08-2002,4,3.5,8,0.4,0.4,,,73,0,S. Poe,,
Bay,,7/23/2002,4,4.2,7.5,0.4,0.6,,,83,0,S. Poe,,
Bay,,08-01-2002,4,4.2,7.5,0.6,0.6,,,85,0,S. Poe,,
Bay,,8/22/2002,4,4,7.5,0.4,0.4,,,80,0,S. Poe,,
Bay,,09-05-2002,3,6.5,7.5,0.5,0.7,27,,80,0,S. Poe,,
Bay,,9/20/2002,4,4.5,7,0.4,0.5,,,81,0,S. Poe,,
Bay,,10/18/2002,3,5,7,0.35,0.7,,,58,0,S. Poe,,
Bay,,10/31/2002,4,6.3,7.5,0.5,0.5,10,,47.8,19.12,S. Poe,,
Bay,,11/15/2002,0,8.1,7,,,12,,54,0,S. Poe,,
Bay,,12-06-2002,2,9.6,7,0.1,0.1,5,,37,0,S. Poe,,
Bay,,12/16/2002,2,6.8,7,0.3,0.6,7.5,,49,0,S. Poe,,
A,,01-03-2003,0,8.1,6.5,0.9,1.1,15,,53,0,Not Recorded,,
A,,02-03-2003,0,,6.5,0.5,1.1,6,,50,0,Not Recorded,,
A,,2/20/2003,0,,6.5,0.8,1.35,7,,43,0,Not Recorded,,
A,,03-06-2003,1,,6.5,0.8,1.4,14,,58,0,Not Recorded,,
A,,3/20/2003,1,6.4,6.5,0.6,1,12,,53,0,Not Recorded,,
A,,4/21/2003,0,,5.5,0.3,0.8,17,,67,0,Not Recorded,,
A,,05-01-2003,0,3.9,6.5,0.45,1.15,23,,75,0,Not Recorded,,
A,,5/22/2003,1,,6.5,0.5,0.8,,,60.4,9.36,Not Recorded,,
A,,06-05-2003,0,4.7,6.5,0.5,0.85,24,,70,0,Not Recorded,,
A,,6/20/2003,0,,6.5,0.4,1.1,25,,73,0,Not Recorded,,
A,,07-01-2003,0,2.7,6.5,0.4,1,28,,76.5,12,Not Recorded,,
A,,7/17/2003,0,,7,0.6,0.85,29,,76,0,Not Recorded,,
A,,08-07-2003,0,3,6.5,0.45,1,25,,80.6,14.24,Not Recorded,,
A,,09-04-2003,0,,6.5,0.8,0.9,29,,83,0,Not Recorded,,
A,,10-02-2003,0,5.6,6.5,0.6,0.9,20,,64,0,Not Recorded,,
A,,10/23/2003,,,,0.5,0.8,,,58,N/A,Not Recorded,,
A,,11-06-2003,0,2.9,6.5,0.1,0.8,24,,76,0,Not Recorded,,
A,,11/20/2003,1,,7.5,0.5,0.7,14,,56,0,Not Recorded,,
A,,12-01-2003,1,8.1,7,0.45,0.8,,,59,0,Not Recorded,,
A,,12/15/2003,2,,7,0.7,0.95,9,,48,0,Not Recorded,,
B,,01-03-2003,0,6.6,7,0.2,0.2,13,,53,0,Not Recorded,,
B,,02-03-2003,0,,7,0.5,0.5,6,,50,0,Not Recorded,,
B,,2/20/2003,0,6.4,7.5,0.5,0.5,7,,44,0,Not Recorded,,
B,,03-06-2003,1,,7.5,0.48,0.48,15,,58,0,Not Recorded,,
B,,3/20/2003,2,3.2,,0.3,0.3,12,,33,0,Not Recorded,,
B,,4/21/2003,0,,7.5,0.3,0.3,20,,67,0,Not Recorded,,
B,,05-01-2003,0,7.3,7.5,0.6,0.6,25,,76,0,Not Recorded,,
B,,06-05-2003,0,8.5,9.5,0.1,0.1,25.1,,72,0,Not Recorded,,
B,,6/20/2003,0,,7,0.2,0.2,26,,73,0,Not Recorded,,
B,,07-01-2003,0,3.6,,0.3,0.3,26,,77,0,Not Recorded,,
B,,7/17/2003,0,,7.5,0.1,0.1,28,,76,0,Not Recorded,,
B,,08-07-2003,0,3.2,7,0.2,0.2,25,,77,0,Not Recorded,,
B,,09-04-2003,0,,7.5,0.1,0.1,29,,83,0,Not Recorded,,
B,,10-02-2003,0.5,5.5,7,0.15,0.15,18,,64,0,Not Recorded,,
B,,10/23/2003,1,,8,0.2,0.2,11,,58,0,Not Recorded,,
B,,11-06-2003,1,4.7,7,0.15,0.15,25,,76,0,Not Recorded,,
B,,11/20/2003,1,,8,0.2,0.2,13.5,,56,0,Not Recorded,,
B,,12-01-2003,1,8.8,7.5,0.75,0.2,12,,58,0,Not Recorded,,
B,,12/15/2003,2,,7,0.3,0.3,9,,48,0,Not Recorded,,
C,,01-03-2003,0,,7,0.55,0.55,13,,53,0,Not Recorded,,
C,,02-03-2003,0,,7,0.6,0.6,6,,50,0,Not Recorded,,
C,,2/20/2003,0,,7,0.8,0.8,7,,45,0,Not Recorded,,
C,,03-06-2003,1,3.2,7,0.7,0.7,14,,58,0,Not Recorded,,
C,,3/20/2003,2,,7,0.4,0.4,12,,53,0,Not Recorded,,
C,,4/21/2003,0,5.6,7,0.4,0.4,18,,65,0,Not Recorded,,
C,,05-01-2003,1,,7,0.4,0.4,24,,76,0,Not Recorded,,
C,,5/22/2003,1,3.3,7,0.7,0.7,,,60,0,Not Recorded,,
C,,06-05-2003,0,,7,4,4,,,72,0,Not Recorded,,
C,,6/20/2003,0,4.5,7,0.5,0.5,24,,73,0,Not Recorded,,
C,,07-01-2003,0,,7.5,0.3,0.3,27,,77,0,Not Recorded,,
C,,7/17/2003,0,4.7,7,0.35,0.35,28,,75,0,Not Recorded,,
C,,08-07-2003,0,,7,0.5,0.5,25,,77,0,Not Recorded,,
C,,09-04-2003,0,4.7,7,0.15,0.15,27,,83,0,Not Recorded,,
C,,10-02-2003,1,,7,0.6,0.6,20,,64,0,Not Recorded,,
C,,10/23/2003,1,5.6,7.5,0.15,0.15,14,,58,0,Not Recorded,,
C,,11-06-2003,1,,7,0.3,0.3,24,,76,0,Not Recorded,,
C,,11/20/2003,,7.6,7.5,0.2,0.2,,,56,0,Not Recorded,,
C,,12-01-2003,1,,7.5,0.25,0.25,13,,59,0,Not Recorded,,
C,,12/15/2003,,6.8,7,0.5,0.5,8,,48,0,Not Recorded,,
D,,01-03-2003,0,,6.5,1,1.9,12,,53,0,Not Recorded,,
D,,02-03-2003,0,7.4,6,1.2,1.5,6,,46,0,Not Recorded,,
D,,2/20/2003,,,6.5,,,7,,45,0,Not Recorded,,
D,,03-06-2003,1,8.7,6.5,0.7,1.5,,,58,0,Not Recorded,,
D,,3/20/2003,2,,6,1.2,1.4,12,,53,0,Not Recorded,,
D,,4/21/2003,0,6.8,,1.1,1.5,16,,65,0,Not Recorded,,
D,,05-01-2003,0,,6.5,1,1.5,25,,75,0,Not Recorded,,
D,,5/22/2003,0,5.8,6.5,0.8,1.5,,,60.4,9.36,Not Recorded,,
D,,06-05-2003,0,,6.5,0.3,1.5,25,,72,0,Not Recorded,,
D,,6/20/2003,0,4.3,6,0.5,1.5,25,,72.7,16.48,Not Recorded,,
D,,07-01-2003,0,,6,0.4,1.4,27,,77,N/A,Not Recorded,,
D,,7/17/2003,0,2.9,6.5,0.5,1.4,28,,75,0,Not Recorded,,
D,,08-07-2003,1,,6.5,0.6,1.6,25,,77,0,Not Recorded,,
D,,09-04-2003,0,4.7,6.5,0.5,1.5,28,,82,0,Not Recorded,,
D,,10-02-2003,1,,6.5,0.5,1.6,19,,64,0,Not Recorded,,
D,,10/23/2003,1,4.4,6.5,1.1,1.5,14,,57,0,Not Recorded,,
D,,11/20/2003,1,6.5,6.5,1.2,1.4,14.5,,56,0,Not Recorded,,
D,,12-01-2003,1,,6,1.5,1.5,11,,59,0,Not Recorded,,
D,,12/15/2003,2,7.1,6,1.5,1.7,12,,48,0,Not Recorded,,
Bay,,01-03-2003,0,5.1,7,0.3,0.6,14,,52,0,S. Poe,,
Bay,,02-03-2003,0,6.6,7,0.4,0.4,7,,45.9,21.36,S. Poe,,
Bay,,2/20/2003,0,,7,0.25,0.45,7,,43,0,S. Poe,,
Bay,,03-06-2003,1,4.1,6.5,0.3,0.9,14,,59.9,21.36,S. Poe,,
Bay,,3/20/2003,2,3.8,7,0.2,0.3,11,,52.9,21.36,S. Poe,,
Bay,,4/21/2003,1,5.8,7,0.3,0.6,16,,64.9,21.36,S. Poe,,
Bay,,05-01-2003,0,6.6,6.5,0.4,0.8,,,75,0,S. Poe,,
Bay,,5/22/2003,2,6.3,6.5,0.3,0.5,20,,60.4,9.36,S. Poe,,
Bay,,06-05-2003,2,6.8,6.5,0.4,0.8,,,69.3,7.12,S. Poe,,
Bay,,6/20/2003,0,4.1,7,0.4,0.8,24,,72.1,2.24,S. Poe,,
Bay,,07-01-2003,0,5.2,6.5,0.4,0.7,27,,26.5,12,S. Poe,,
Bay,,7/17/2003,0,3.8,6.5,0.4,0.8,26,,74,0,S. Poe,,
Bay,,08-07-2003,0,7,7.2,0.5,0.9,25,,77,0,S. Poe,,
Bay,,09-04-2003,4,3.7,7,0.5,0.75,27,,81.9,21.36,S. Poe,,
Bay,,10-02-2003,1,6,6.5,0.5,0.7,,,64,0,S. Poe,,
Bay,,10/23/2003,1,5.8,6.5,0.4,0.55,14,,57,0,S. Poe,,
Bay,,11-06-2003,1,6.5,6.5,0.75,0.75,23,,76.3,7.12,S. Poe,,
Bay,,11/20/2003,3,8.8,6.5,0.4,0.6,14,,56,0,S. Poe,,
Bay,,12-01-2003,3,8.7,6.5,0.2,0.75,11,,58,0,S. Poe,,
Bay,,12/15/2003,2,6.9,6,0.4,0.7,8,,47,0,S. Poe,,
A,,01-04-2004,1,8.5,7,0.65,1.05,5,,33,0,Not Recorded,,
A,,1/20/2004,2,,7,0.6,0.9,4,,40,0,Not Recorded,,
A,,02-05-2004,1,7,7,0.8,1.1,60,,43,0,Not Recorded,,
A,,2/19/2004,1,,7,0.7,1.2,8,,14.5,12,Not Recorded,,
A,,03-04-2004,0,7.5,7,1,1.2,16,,64,0,Not Recorded,,
A,,3/18/2004,1,,7,1,1.2,10,,40,0,Not Recorded,,
A,,04-01-2004,0,6.7,7,0.6,1,13,,54,0,Not Recorded,,
A,,4/16/2004,1,,7,0.8,0.9,,,53,0,Not Recorded,,
A,,4/29/2004,0,,7.5,0.7,0.7,22,,64,0,Not Recorded,,
A,,5/13/2004,0,3.9,6,0.7,0.8,26,,77,0,Not Recorded,,
A,,06-03-2004,0,,6.5,,,26,,81,0,Not Recorded,,
A,,6/17/2004,0,2.9,6.5,0.5,0.5,26,,77,0,Not Recorded,,
A,,07-08-2004,0,,6.5,1,1,29,,80,0,Not Recorded,,
A,,7/22/2004,0,,6.5,0.5,1.5,30,,82,0,Not Recorded,,
A,,08-05-2004,0,,6.5,0.95,1.15,30,,83,0,Not Recorded,,
A,,8/19/2004,0,3,6.5,0.95,0.95,27,,80,0,Not Recorded,,
A,,09-02-2004,0,,6.5,0.8,0.8,26,,80,0,Not Recorded,,
A,,9/16/2004,0,3.6,6.5,0.4,0.8,26,,29,0,Not Recorded,,
A,,10-01-2004,1,,0.7,0.4,0.7,24,,72,0,Not Recorded,,
A,,10/21/2004,1,,6.5,1,1.5,16,,63,0,Not Recorded,,
A,,11-05-2004,0,,7,0.7,0.8,16,,57,0,Not Recorded,,
A,,11/18/2004,0,8,7,0.6,0.6,10,,51,0,Not Recorded,,
A,,12-02-2004,0,,7,1.6,1.8,13,,56,0,Not Recorded,,
A,,12/16/2004,2,6.3,7,0.9,1,5,,34,0,Not Recorded,,
B,,01-04-2004,1,8.5,7,0.2,0.2,4,,33,0,Not Recorded,,
B,,1/20/2004,2,,8,0.2,0.2,3,,40,0,Not Recorded,,
B,,02-05-2004,1,6.6,7,0.25,0.25,5,,43,0,Not Recorded,,
B,,2/19/2004,1,,7,0.3,0.3,6.5,,10.5,12,Not Recorded,,
B,,03-04-2004,0,5.4,7,0.2,0.2,16,,65,0,Not Recorded,,
B,,3/18/2004,1,,7,0.3,0.3,9,,43,0,Not Recorded,,
B,,04-01-2004,1,7.2,8,0.3,0.3,13,,54,0,Not Recorded,,
B,,4/16/2004,1,,8,0.2,0.2,13,,53,0,Not Recorded,,
B,,4/29/2004,0,,8.5,0.1,0.1,22,,63,0,Not Recorded,,
B,,5/13/2004,0,3.1,9,0.2,0.2,28,,26,0,Not Recorded,,
B,,06-03-2004,0,,8,0.1,0.1,27,,80,0,Not Recorded,,
B,,6/17/2004,0,,7,0.1,0.1,26,,78,0,Not Recorded,,
B,,07-08-2004,0,,7,0.2,0.2,29,,80,0,Not Recorded,,
B,,7/22/2004,0,3.1,8,0.1,0.1,28.5,,81,0,Not Recorded,,
B,,08-05-2004,0,,7,0.25,0.25,32,,83,0,Not Recorded,,
B,,8/19/2004,0,2.8,6.5,0.2,0.2,28,,82,0,Not Recorded,,
B,,09-02-2004,0,,6.5,0.1,0.1,26,,79,0,Not Recorded,,
B,,9/16/2004,0,3.7,7,0.2,0.2,26,,29,0,Not Recorded,,
B,,10-01-2004,0,,8,0.15,0.15,23,,72,0,Not Recorded,,
B,,10/21/2004,2,4.5,7,0.3,0.3,17,,63,0,Not Recorded,,
B,,11-05-2004,0,,7,0.25,0.25,15,,58,0,Not Recorded,,
B,,11/18/2004,0,5.3,7,0.2,0.2,11,,,,Not Recorded,,
B,,12-02-2004,1,,7.5,0.2,0.2,13,,55,0,Not Recorded,,
B,,12/16/2004,4,5.7,7.5,0.2,0.2,4,,35,0,Not Recorded,,
C,,01-04-2004,1,,7,0.5,0.5,5,,33,0,Not Recorded,,
C,,1/20/2004,2,10,,0.5,0.5,3,,40,0,Not Recorded,,
C,,02-05-2004,1,,7,0.6,0.6,7,,43,0,Not Recorded,,
C,,2/19/2004,1,9.1,7,0.5,0.6,6,,11.5,12,Not Recorded,,
C,,03-04-2004,0,,7,0.6,0.6,17,,22,0,Not Recorded,,
C,,3/18/2004,1,6.7,7,0.6,0.6,10,,45,0,Not Recorded,,
C,,04-01-2004,1,,7,0.6,0.6,12,,55,0,Not Recorded,,
C,,4/16/2004,1,7.4,7.5,0.4,0.4,14,,52,0,Not Recorded,,
C,,4/29/2004,0,2.8,7,0.3,0.3,,,63,0,Not Recorded,,
C,,5/13/2004,2,,7,0.4,0.4,27,,78,0,Not Recorded,,
C,,06-03-2004,0,4.2,7.5,0.3,0.3,26,,80,0,Not Recorded,,
C,,6/17/2004,0,,7,0.4,0.4,25,,79,0,Not Recorded,,
C,,07-08-2004,0,3,7.5,0.5,0.5,29,,80,N/A,Not Recorded,,
C,,7/22/2004,0,,7,0.55,0.55,30,,81,0,Not Recorded,,
C,,08-05-2004,0,2.9,6.5,0.6,0.6,29,,83,0,Not Recorded,,
C,,8/19/2004,0,,6.5,0.7,0.7,28,,82,0,Not Recorded,,
C,,09-02-2004,0,3.6,7,0.3,0.3,,,80,,Not Recorded,,
C,,9/16/2004,0,,7,0.25,0.25,27,,30,0,Not Recorded,,
C,,10-01-2004,0,5.3,7.5,0.3,0.3,23,,72,0,Not Recorded,,
C,,10/21/2004,2,,7,0.5,0.5,17,,63,0,Not Recorded,,
C,,11-05-2004,0,6.2,7,0.5,0.5,15,,57,0,Not Recorded,,
C,,11/18/2004,0,,7,0.5,0.5,11,,53,0,Not Recorded,,
C,,12-02-2004,1,4.2,7,0.5,0.5,12,,55,0,Not Recorded,,
C,,12/16/2004,3,,7,0.5,0.5,4,,35,0,Not Recorded,,
D,,01-04-2004,1,,6.5,1.1,1.1,5,,33,0,Not Recorded,,
D,,1/20/2004,0,10,6.5,1.4,1.4,4,,40,0,Not Recorded,,
D,,02-05-2004,1,,6,1.5,1.5,5,,43,0,Not Recorded,,
D,,2/19/2004,1,10.1,6.5,1.5,1.5,6,,37,0,Not Recorded,,
D,,03-04-2004,0,,6.5,1.2,1.2,18,,21,0,Not Recorded,,
D,,3/18/2004,1,8.4,6.5,1,1.5,,,44,0,Not Recorded,,
D,,04-01-2004,1,,6.5,1,1.6,12,,55,N/A,Not Recorded,,
D,,4/16/2004,1,5.8,6.5,0.9,1.5,14,,52,0,Not Recorded,,
D,,4/29/2004,0,4.9,6.5,1.1,1.35,19,,62,0,Not Recorded,,
D,,5/13/2004,0,,7,1,1.4,28,,78,0,Not Recorded,,
D,,06-03-2004,0,4.5,6.5,0.7,1.3,26,,78,0,Not Recorded,,
D,,6/17/2004,0,,6.5,0.6,1.5,,,80,0,Not Recorded,,
D,,07-08-2004,0,2.6,6.5,0.6,1.65,29,,78,0,Not Recorded,,
D,,08-05-2004,0,3.1,6.5,0.5,1.6,28,,82,0,Not Recorded,,
D,,8/19/2004,0,,6.5,0.8,1.5,29,,83,0,Not Recorded,,
D,,09-02-2004,0,3,6.5,0.4,1.4,25.2,,78,0,Not Recorded,,
D,,9/16/2004,0,,6.5,0.9,1.5,26,,30,0,Not Recorded,,
D,,10-01-2004,0,6.4,6.5,0.6,1.5,24,,72,0,Not Recorded,,
D,,10/21/2004,1,3.3,6.5,0.8,0.8,17,,63,0,Not Recorded,,
D,,11-05-2004,0,5.5,6.5,1.2,1.4,,,57,0,Not Recorded,,
